name,latitude,longitude
Blies-Ebersing,49.12092,7.14769
Étreux,49.99829,3.66242
Somain,50.35544,3.27736
Domfront-la-Compassion,49.60034,2.55442
TGV Haute-Picardie,49.86115,2.83233
Ostheim-Beblenheim,48.15969,7.36014
Marne-la-Vallée-Chessy,48.86995,2.78268
Longwy,49.51262,5.76891
Asnières-sur-Seine,48.90587,2.28354
Grande-Synthe,51.00232,2.31217
Onville,49.01321,5.97904
Bollwiller,47.85671,7.26731
Béthune-Rivage,50.5331,2.64968
Challerange,49.30613,4.74365
Betz,49.1619,2.93066
Boulogne-Maritime,50.72491,1.59834
Lezennes,50.62045,3.09909
Ferrière-la-Grande,50.255,3.99995
Baroncourt,49.28449,5.6997
Hargicourt-Pierrepont,49.71385,2.53157
Fiquemont,49.21293,5.82263
Amécourt-Talmontier,49.38688,1.73127
Brimeux,50.44692,1.83137
La Ferté-sous-Jouarre,48.95091,3.12538
Noyelles,50.18704,1.70457
Limay,48.98443,1.74699
Nogent-l'Artaud-Charly,48.96874,3.32227
Farschviller,49.08799,6.90816
Serqueux,49.631,1.53929
Remilly-Aillicourt,49.65525,4.99014
St-Souplet-sur-Py,49.2333,4.46506
Incheville,50.01614,1.49976
Aulnois-Bulgneville,48.2611,5.79207
Lumbres,50.70066,2.1203
Sarreguemines-Est,49.10309,7.09323
Château-Thierry,49.0379,3.40939
Velosnes-Torgny,49.50631,5.46148
Longueau,49.86379,2.35206
St-Loup,47.88149,6.29005
Samer,50.63545,1.74005
Dourges,50.43175,2.9863
Givet,50.14025,4.81799
Liévin,50.43416,2.7694
Montigny-Beauchamp,49.0078,2.19678
Maroeuil,50.32321,2.69772
Baleycourt,49.13581,5.30876
Uckange,49.30344,6.15619
Wargnies-le-Grand,50.30669,3.64853
Welferding,49.11185,7.04724
Outreau,50.68841,1.61106
Roppenheim,48.85102,8.06207
Domont,49.03288,2.33787
Rouxmesnil,49.89453,1.11453
Tourcoing-les-Francs,50.71933,3.13855
Compiègne,49.42313,2.82521
Alland'huy,49.5112,4.55572
Thourotte,49.47531,2.88184
Pont-l'Évêque-sur-Oise,49.56395,2.98507
Crèvecoeur-le-Grand,49.60722,2.09097
Nébing,48.90011,6.80351
Martigny-Leuze,49.85577,4.13703
Eix-Abaucourt,49.19156,5.5178
St-Louis-la-Chaussée,47.60795,7.53306
Clérey-Omelmont,48.50424,6.14101
Hirson,49.91428,4.08442
Herrlisheim-près-Colmar,48.01756,7.32055
Bel-Air,49.14952,2.28302
St-Ouen-l'Aumône,49.04529,2.10636
Bischwiller (Bas-Rhin),48.76541,7.85116
Bouzonville,49.28987,6.52914
Mullerhof,48.52464,7.3127
Bertrichamps,48.42849,6.79128
St-Masmes,49.3133,4.26888
Busigny,50.03944,3.4459
Vilosnes,49.32375,5.23196
Meuse-Montigny-le-Roi,47.99186,5.54935
Bauvin-Provin,50.44466,2.92192
Buire-sur-l'Ancre,49.96507,2.59899
Koenigsmacker,49.39656,6.27348
Vendenheim,48.66543,7.71836
Auneuil,49.37487,1.99272
Ors,50.10338,3.62691
Isles-Armentières,48.99811,3.00751
Ronchin,50.60441,3.07832
Argenteuil-Triage,48.95452,2.24209
Beinheim,48.87409,8.07882
Rosendael,51.04292,2.41141
Athis-Tours-sur-Marne,49.01996,4.12696
Raon-l'Étape,48.40373,6.83687
Wavrans,50.41493,2.29953
Merxheim,47.91311,7.30241
Marcelcave,49.85324,2.5821
St-Just-en-Chaussée,49.50353,2.42914
Leval,50.1847,3.83632
Épluches,49.0555,2.12348
Sequedin,50.62527,2.9872
St-Pol-sur-Ternoise,50.37888,2.33903
Sous-le-Bois,50.26556,3.9384
Loos-les-Lille,50.61289,3.01799
Bergues,50.96924,2.42509
Ennetières-en-Weppes,50.6505,2.90908
Pont-de-Coulogne,50.92634,1.86848
Les Bons-Pères,50.27982,4.01074
Le Poirier,50.331,3.50284
Droitaumont,49.14206,5.88529
Savigny (Ardennes),49.37065,4.70823
La Ferté-sur-Chiers,49.57356,5.24478
Ste-Menehould,49.09008,4.9041
Lavannes-Caurel,49.31526,4.14476
Beaurainville,50.42274,1.89519
Montsoult-Maffliers,49.06627,2.32277
Dommartin-Remiencourt,49.79943,2.3925
Calonne-Ricouart,50.4831,2.48188
Jeanménil,48.32925,6.67251
Novion-Porcien,49.5843,4.40969
Milly-sur-Thérain,49.50499,1.98906
Esches,49.21251,2.17086
Mulhouse-Dornach,47.74701,7.30804
Mirecourt,48.29985,6.12914
Ancy-sur-Moselle,49.05737,6.06276
La Frette-Montigny,48.98012,2.18013
Pont-St-Vincent,48.6021,6.10344
St-Hilaire-le-Petit,49.26736,4.38659
Roye-sur-Matz,49.58362,2.7497
Quesnoy-le-Montant,50.10892,1.70256
Sevran-Beaudottes,48.94594,2.5248
Hundling,49.10657,6.97747
Caudry,50.11138,3.40966
Lille-Flandres,50.63651,3.07016
Sin-le-Noble,50.3565,3.11262
Bannstein,49.00457,7.50223
St-Amand-les-Eaux,50.44366,3.41864
Tagnon,49.43894,4.29658
Orchies,50.47731,3.24943
Lille-St-Sauveur,50.6257,3.0736
Avrecourt,47.96644,5.53462
Messempré,49.67684,5.16413
Boisleux,50.21065,2.77113
Béning,49.1385,6.82786
Gournay-Ferrières,49.48106,1.73884
Avenay,49.06453,4.0433
Remy (Oise),49.43306,2.70572
Matougues,48.9966,4.24062
Lécourt,48.02075,5.56003
Rilly-la-Montagne,49.1672,4.04119
Brunémont,50.27818,3.14636
Trois-Puits,49.20677,4.0384
St-Michel-sur-Meurthe,48.32744,6.88788
Cassel,50.7883,2.45847
Gros-Noyer-St-Prix,48.99682,2.25909
Saulces-Montclin,49.57946,4.52495
Weyersheim,48.7177,7.79685
St-Leu-la-Forêt,49.01541,2.24272
Strasbourg-Ville,48.58505,7.73427
Bailleul (Nord),50.72901,2.73406
Coolus,48.93261,4.35533
Boulzicourt,49.69789,4.69336
Guise,49.90511,3.61702
Prouvy-Thiant,50.31696,3.46142
Lille-Jonction-du-Lion-d'Or,50.64284,3.09271
Reims,49.25891,4.02431
Antilly,49.15166,2.96175
Fressies,50.25087,3.18925
Landricourt,49.50352,3.36466
Bondy,48.89423,2.47886
St-Just-des-Marais,49.43354,2.0602
Parc-des-Expositions,48.97343,2.5139
Fourmies,50.01546,4.05377
Canaples,50.05895,2.21616
Cambrai,50.177,3.24129
Avesnelles,50.1198,3.94605
Avion,50.4065,2.83336
Luzarches,49.1177,2.42157
Cons-la-Grandville,49.48604,5.70575
Villers-sur-Thère,49.41531,2.1355
Metz-n° 2,49.09501,6.14243
Chanteloup-les-Vignes,48.97029,2.02725
Dormans,49.07921,3.64183
Liart,49.77036,4.33539
Xertigny,48.05272,6.37678
Metz-Nord,49.13698,6.1667
Mesbrecourt,49.6764,3.6016
Villers-Plouich,50.07813,3.13557
Port-à-Binson-Châtillon,49.08251,3.76205
Anstaing,50.60392,3.19351
Bouzanville-Boulaincourt,48.3711,6.08974
Prémesques,50.67121,2.94675
Vaux-sur-Seine,49.00743,1.96286
Sarrewerden,48.9226,7.08503
Lamotte-Brebière,49.88562,2.39819
Dompierre (Nord),50.14622,3.87143
Bruyères-sur-Oise,49.15518,2.32673
Pierreville,48.54845,6.1243
Épernay,49.04658,3.96011
Savy-Berlette,50.35385,2.55793
Gagny,48.8833,2.52693
Bouligny,49.29311,5.73974
Montry-Condé,48.89094,2.82638
Biache-St-Vaast,50.31665,2.94203
Chelles-Gournay,48.87433,2.58147
Wittelsheim,47.81732,7.26409
Creil,49.26444,2.46945
Chenevières,48.51922,6.63301
Brouvelieures,48.24053,6.73731
Dreuil-lès-Amiens,49.91515,2.22812
Genech,50.52862,3.22098
Fumay,49.98615,4.69202
Gisors,49.28536,1.78496
Moyeuvre-Grande,49.24675,6.04388
Nortkerque,50.88298,2.02256
Armentières,50.68046,2.87771
Paris-St-Lazare,48.87665,2.32515
La Borne-Blanche,49.1258,2.50773
Woippy (IE),49.1822,6.16028
Wacquemoulin,49.50299,2.61165
Ruesnes,50.26809,3.59505
Marquillies,50.54797,2.86711
St-Paul-de-l'Oise,49.41762,2.00443
Chocques,50.53839,2.5637
Colmar,48.07314,7.34707
Zuydcoote,51.0647,2.48853
Mothern,48.93463,8.16157
Ascq,50.62198,3.15911
Benfeld,48.37378,7.58436
Reichshoffen-Usines,48.91943,7.65244
Deûlémont,50.71644,2.99382
Aubervilliers-La Courneuve,48.92409,2.38553
Aubreville,49.14729,5.08391
Heilles-Mouchy,49.34038,2.273
Villeparisis,48.95276,2.60129
Rohrbach-lès-Bitche,49.05538,7.26379
Rosières,49.82271,2.71168
Fouquereuil,50.52558,2.60599
Sélestat,48.25962,7.44209
Keskastel,48.96512,7.04902
Dambach-la-Ville,48.32117,7.43548
Fontaine-Lavaganne,49.59581,1.95789
Boissy-l'Aillerie,49.07583,2.02511
St-Omer (Pas-de-Calais),50.75384,2.2672
Autrey-Ste-Hélène,48.29818,6.68625
Tucquegnieux,49.31378,5.90457
Kilstett,48.67932,7.85475
Ormoy-Villers,49.20085,2.83822
Wambrechies,50.68098,3.04051
Willerwald,49.03166,7.04555
Béning,49.13823,6.82858
Curgies,50.33054,3.60769
Rountzenheim,48.82005,8.01142
Mont-Notre-Dame,49.29667,3.57656
Cergy-St-Christophe,49.04986,2.03349
Saulcy,48.23807,6.9516
Eichhoffen,48.38229,7.44985
Châtel-Nomexy,48.30713,6.38754
Tournes,49.7933,4.628
Famechon,49.76757,2.04357
Lugny,49.7773,3.80193
Aillevillers,47.91381,6.33682
Girauvoisin-St-Julien,48.80992,5.61841
Flixecourt,50.01742,2.08112
Quincampoix,49.74863,1.77119
Crépy-en-Valois,49.23122,2.88847
Imling,48.72111,7.02257
Enchenberg,49.01606,7.3336
Gertwiller,48.41328,7.4659
Obernai,48.46185,7.48895
Courrières,50.45622,2.93686
Wolfskirchen,48.88121,7.06084
Canly-Grand-Fresnoy,49.38557,2.68997
Rosheim,48.50495,7.49127
Rue,50.27318,1.67586
Villaines (Val-d'Oise),49.07868,2.34923
Trilport,48.96019,2.94949
Éloyes,48.08642,6.60024
Verdun,49.16551,5.37876
Champ-de-Courses-d'Enghien,48.97975,2.29177
Paris-Nord-Souterraine,48.88164,2.35616
Saales,48.34726,7.11087
Calais-Maritime,50.96495,1.8534
Rombas-Clouange,49.25584,6.09835
Duvy,49.23261,2.85813
Verberie,49.3194,2.74733
Lesquielles-St-Germain,49.92579,3.61487
Asnières-sur-Seine,48.90553,2.28376
Valenciennes,50.36312,3.5158
Vitry-la-Ville,48.84413,4.46177
Billy-Montigny,50.41532,2.91262
Harréville-les-Chanteurs,48.26476,5.63892
Meaux,48.95684,2.87329
Bourg-Bruche,48.36032,7.13714
Breuvannes,48.09807,5.59919
Aire-sur-la-Lys,50.64127,2.40609
Nancy-St-Georges,48.69453,6.19661
Neuves-Maisons,48.61482,6.10878
Oulchy-Breny,49.18727,3.3525
Metz-Ville,49.10905,6.17738
Sélestat,48.25968,7.44214
Lille-Porte-de-Douai,50.61206,3.07533
Bazoches,49.30523,3.61422
Feuquières-Broquiers,49.65444,1.83118
Hemmersdorf,49.33599,6.59097
Le Haut-Banc,50.81623,1.77195
Tourcoing-Frontière (IE),50.71747,3.18098
Wassigny,50.01127,3.59209
Bartenheim,47.63478,7.48767
Pont-d'Oye,50.96154,2.04994
Villers-Faucon,49.97846,3.11084
Landres,49.32464,5.80825
Hombourg-Budange,49.28247,6.35077
Blagny,49.61989,5.18915
Strasbourg-Roethig,48.56307,7.6939
La Chapelle-d'Armentières,50.67639,2.90876
Pont-à-Vendin,50.48102,2.87832
Woippy,49.14872,6.15608
Moyenneville,49.49265,2.62634
Tricot,49.56066,2.58164
Beuvraignes,49.65964,2.76397
Ribeauvillé,48.18666,7.37513
Songy,48.80248,4.5055
Clichy-Levallois,48.8979,2.29727
Ohis-Neuve-Maison,49.93007,4.02349
Bennwihr,48.12994,7.35622
Sanatorium-de-Zuydcoote,51.06263,2.48131
Fréthun-lès-Calais,50.92119,1.82396
La Machine,50.25972,3.99764
Munchhausen,48.92398,8.14126
Bresles,49.41518,2.2484
Chambley,49.05285,5.89556
Quesnoy-sur-Deûle,50.70793,2.99575
Clermont-en-Argonne,49.10658,5.06527
Petit-Réderching,49.04944,7.29992
Guillaucourt,49.84511,2.63485
Boissy-Lévignen,49.18906,2.88409
Béthune,50.52112,2.6405
Osny,49.06289,2.058
Bouillancourt,49.69545,2.53936
La Wantzenau,48.66506,7.82445
Nomain,50.50256,3.20647
Changis-St-Jean,48.95916,3.02534
Breuil-Romain,49.30853,3.76604
Nanteuil-Saâcy,48.97397,3.22006
Saulmory-Montigny,49.43347,5.17323
Sains-Bouvigny,50.4399,2.68976
Autrecourt-Villers,49.61915,5.03046
Châtenois (Bas-Rhin),48.27629,7.40109
Dontrien,49.24456,4.41206
Marly-les-Valenciennes,50.34812,3.53544
Senuc-Termes,49.31765,4.83134
Neuves-Maisons,48.61484,6.10795
Osmoy,49.79586,1.31995
Wizernes,50.70577,2.23018
Woelfling-lès-Sarreguemines,49.09485,7.19073
Garges,48.97685,2.39085
La Vancelle,48.27712,7.34664
Longfossé,50.6523,1.82455
St-Avold,49.08576,6.72085
Dombasle-en-Argonne,49.13845,5.18387
Ste-Croix-aux-Mines,48.2617,7.23002
Cergy-Préfecture,49.03666,2.07967
Raves-Ban-de-Laveline,48.26546,7.03705
Sarreguemines,49.1071,7.06796
Bouy,49.09086,4.35354
Commercy,48.7659,5.58902
Écouen-Ézanville,49.02277,2.36292
Holtzheim,48.55548,7.66265
Noeux-les-Mines,50.48334,2.67366
Roubaix-Wattrelos,50.69034,3.20399
Amagne-Village,49.5191,4.50486
Gourchelles,49.72854,1.7805
Tournes,49.79333,4.62786
Poussay,48.32243,6.12662
Abbecourt,49.5969,3.17899
Issou-Porcheville,48.97929,1.78594
Breteuil-Ville,49.62819,2.30342
Verdun,49.16551,5.37876
Haguenau,48.81342,7.78235
Blotzheim,47.6069,7.50012
Dunkerque-Port-Ouest,51.00401,2.1995
Tergnier,49.65882,3.29565
Eguisheim,48.0394,7.32353
Persan-Beaumont,49.14817,2.27916
La Barre-Ormesson,48.96654,2.31632
Sermaize-les-Bains,48.78673,4.90691
Sarcelles-St-Brice,48.99546,2.3685
Villiers-Montbarbin,48.86346,2.88301
Urmatt,48.52552,7.33826
L'Hôpital-Puits-Neuf,49.15258,6.73214
Enghien-les-Bains,48.97353,2.30616
Knutange-Nilvange,49.34194,6.04354
Méricourt-Ribemont,49.95556,2.57239
Tincourt-Boucly,49.93814,3.04566
Lauterbourg,48.96724,8.1828
Pont-aux-Brebis,49.43108,2.05782
Wattignies-Templemars,50.57921,3.05156
Argenteuil,48.94718,2.25748
Péronne-Flamicourt,49.92824,2.94199
Rilly-Semuy-St-Irénée,49.4852,4.65229
Rouffach,47.96008,7.31243
Villers-Bretonneux,49.86259,2.52154
Mussey,48.80412,5.06995
Aulnoye-Aymeries,50.19722,3.84379
Hautmont,50.25381,3.91554
Brias,50.41869,2.4013
Dancourt,49.66855,2.73081
Faulquemont,49.04549,6.60377
Bazoilles-sur-Meuse,48.30309,5.66232
Vouziers,49.38928,4.70572
Ingersheim-Cité-Scolaire,48.08862,7.29742
Witry-lès-Reims,49.29632,4.11726
Pagny-sur-Moselle,48.98563,6.02555
Longeville-Meuse,48.74444,5.21594
Roissy-Aéroport-Charles-de-Gaulle 2,49.00569,2.57063
Réhon,49.50141,5.75473
Vis-à-Marles,50.50487,2.51666
Maresquel,50.4079,1.93076
Messein,48.613,6.13764
Ailly-sur-Noye,49.75459,2.36394
Montigny-en-Ostrevent,50.36146,3.18933
Rambervillers,48.33983,6.63354
Xeuilley,48.56967,6.10197
Sarralbe,48.99962,7.03751
Raedersheim,47.88699,7.28407
Cormeilles-en-Parisis,48.96853,2.19343
Niederstinzel,48.86298,7.03805
Toul,48.67908,5.87946
Coudun,49.46074,2.8087
Liverdun,48.74931,6.06172
Bétheniville,49.29203,4.36368
Monthois,49.32453,4.71299
Cahon,50.1193,1.72524
Aulnay-sous-Bois,48.93212,2.49454
Ippling,49.10506,7.00346
Fives,50.6252,3.08754
Cantin,50.31243,3.12169
Halluin,50.7812,3.11946
Sérifontaine,49.35714,1.76408
Courcelles-le-Comte,50.16878,2.78778
Bouchain,50.27827,3.332
Port-le-Grand,50.15011,1.74789
Neufmarché,49.42034,1.71915
Diebling,49.10243,6.94634
Mouy-Bury,49.32088,2.32624
Ermont-Halte,48.99075,2.26319
Hoerdt,48.70297,7.77908
Chézy-sur-Marne,48.99189,3.36438
Hénin-Beaumont,50.41687,2.95252
Steenbecque,50.6817,2.51136
Douai,50.37329,3.09077
Chooz,50.12081,4.79133
Quiéry-la-Motte,50.36997,2.98176
Loos-en-Gohelle,50.43776,2.79171
Pagny-sur-Meuse,48.69462,5.73784
Franconville-Plessis-Bouchard,48.99356,2.235
Duisans,50.30533,2.69895
Haulchin-Thiant,50.31265,3.43286
St-Germain-sur-Meuse,48.65217,5.7035
La Veuve,49.02151,4.32343
Pont-de-Briques,50.68299,1.62632
Namps-Quevauvillers,49.80803,2.10458
Geispolsheim,48.52191,7.68535
Le Petit-Thérain,49.23233,2.43666
Lestrem,50.63218,2.6786
Domgermain,48.64552,5.83581
Trie-Château,49.28273,1.81782
Soulosse,48.39892,5.70088
Lutterbach (Haut-Rhin),47.75825,7.27688
Joeuf,49.22454,6.01716
Lumes,49.73346,4.78259
Audruicq,50.87537,2.07728
Survilliers-Fosses,49.09965,2.52554
Paris-St-Lazare,48.87712,2.32611
Limersheim,48.4611,7.65965
Artres,50.28529,3.546
St-Louis (Haut-Rhin),47.59036,7.55553
Ascq,50.68065,3.20855
Ebblinghem,50.73087,2.40884
Annappes,50.62294,3.14478
Matzenheim,48.39899,7.61963
Montataire,49.25118,2.4369
Loisy-sur-Marne,48.75939,4.54023
Rixheim,47.74887,7.40592
Vireux-Viroin,50.08838,4.7255
Wavrin,50.57521,2.93753
Le Blanc-Mesnil,48.93223,2.47687
Vert-Galant,48.94436,2.5672
Montgeroult-Courcelles,49.07991,2.00598
Berlaimont,50.19769,3.81064
Schopperten,48.94586,7.05565
Marseille-en-Beauvaisis,49.57079,1.95499
Libercourt,50.47942,3.00873
Muizon,49.27828,3.89108
Cuinchy,50.52212,2.74466
Soissons,49.36904,3.3379
Vauxaillon,49.47412,3.41016
Clacy-Mons,49.54361,3.57643
Schlierbach,47.68873,7.44015
Thennes-Castel,49.79249,2.46117
Kogenheim,48.33874,7.5346
Marquette,50.6721,3.05139
Reims-Franchet-d'Esperey,49.24174,4.01424
Sarralbe,49.00001,7.03666
Hayange,49.33051,6.07367
Villers-Cotterêts,49.25001,3.09372
Barenton-Bugny,49.63068,3.65563
Hombourg-Haut,49.12616,6.7743
Saultain,50.34066,3.57504
Calais-Fréthun,50.90354,1.81007
Dercy-Mortiers,49.69085,3.67908
Tiercelet-Villers-la-Montagne,49.45998,5.87377
Flesselles,49.99123,2.25692
Feuquerolles,50.06486,1.60492
Blesme-Haussignemont,48.72179,4.75249
Achiet,50.13234,2.78048
St-Martin-du-Vivier,49.4702,1.16125
Lomme,50.64355,3.01056
Lagny-Thorigny,48.8821,2.70434
Les Guides,50.27525,3.90558
Forbach-Frontière (IE),49.19061,6.90365
Dounoux,48.09619,6.44376
Arras,50.28671,2.7819
Marle-sur-Serre,49.74727,3.7697
Rouvroy-l'Échelle,49.79045,4.492
Roissy-Aéroport-Charles-de-Gaulle 2-TGV,49.00366,2.57089
Hirson,49.91438,4.08428
Bitche-Camp,49.0489,7.4761
Ste-Fontaine,49.15744,6.77637
St-Ouen (Somme),50.04271,2.12166
Griesbach,48.07641,7.34799
Forbach,49.18926,6.90062
Auger-St-Vincent,49.21249,2.8253
Blendecques,50.71369,2.27386
Lemberg (Moselle),49.00069,7.38006
Le Châtelet,49.4188,4.28021
Nanteuil-le-Haudouin,49.14217,2.79387
Jonchery-sur-Vesle,49.28972,3.81987
Violaines,50.52064,2.78203
Farébersviller,49.11808,6.86182
Margival,49.43916,3.40287
Ennevelin,50.54986,3.1584
Habsheim,47.73773,7.41827
Moreuil,49.77657,2.47594
Estrées-St-Denis,49.43788,2.64272
Jalons-les-Vignes,49.01173,4.18795
Ste-Croix-en-Plaine,48.01267,7.38496
Aubigny-au-Bac,50.26847,3.15854
Heilly,49.94332,2.53926
Lille-Europe,50.63972,3.07491
Magnières,48.44571,6.55732
Bertrix,49.54784,5.81406
Jarville-la-Malgrange,48.66992,6.2031
Amagne-Lucquy,49.5237,4.4738
Bertangles-Poulainville,49.95689,2.28859
Creutzwald,49.19474,6.67389
Chepy-Valines,50.06819,1.63519
Apach (Moselle),49.45893,6.37213
Steenwerck,50.71321,2.7863
Riedseltz,48.99038,7.96265
Miraumont,50.09611,2.73471
Drulingen,48.86985,7.18499
Préaux-Isneauville,49.49861,1.1825
Châlons-en-Champagne,48.95536,4.34908
Audun-le-Roman,49.36659,5.89152
Morhange,48.93669,6.65933
Poix-Terron,49.65037,4.63669
Oberhergheim,47.96714,7.38905
Varangéville-St-Nicolas,48.6354,6.31292
Lille-Flandres,50.63681,3.07179
St-Brice-Courcelles,49.26496,3.98901
Sarreinsming,49.08545,7.11194
Rédange (Moselle),49.38377,5.95845
La Longueville (Nord),50.27952,3.86642
Filstroff,49.30794,6.55366
Sancourt,50.23109,3.20454
Bray-Dunes,51.07063,2.51777
Baudrecourt,48.96723,6.46199
Roissy-Aéroport-Charles-de-Gaulle 1,49.00965,2.5598
Champagne-sur-Oise,49.13574,2.2421
Rumilly-en-Cambrésis,50.13395,3.21551
Vimy,50.37317,2.82314
Freyming-Merlebach,49.14536,6.80921
Liancourt-St-Pierre,49.22096,1.90523
Cocheren,49.15236,6.85514
Buzy (Meuse),49.172,5.71166
St-Sulpice-Auteuil,49.34785,2.11593
St-Aubert,50.19705,3.4008
Abancourt,49.68549,1.77386
Arques (Pas-de-Calais),50.72778,2.30172
Champ-du-Chêne,50.60677,3.10559
Charleville-Mézières,49.76788,4.72513
Andrésy,48.97429,2.04838
Dainville,50.27485,2.72017
Sept-Saulx,49.15147,4.25651
Zornhoff-Monswiller,48.75252,7.38358
Vézelise,48.48066,6.10078
Aulnois-sous-Laon,49.60957,3.60979
Rosselange,49.25379,6.07091
Douai,50.37186,3.09044
Gruson,50.59241,3.19996
Beau-Marais,50.94536,1.89943
Pérenchies,50.66702,2.97718
Mairy-sur-Marne,48.87765,4.42153
Dettwiller,48.75187,7.46492
Longueau,49.86432,2.35207
Châtenois-Dolaincourt,48.30134,5.83882
Denain,50.3348,3.38812
Mutzig,48.53367,7.46076
Neuilly-St-Front,49.18731,3.27114
Brouviller-Lixheim,48.76518,7.14916
Sains-Richaumont,49.82551,3.69659
Chantilly-Gouvieux,49.18699,2.45959
Deville,49.87954,4.70706
Guerstling,49.33314,6.5862
Spincourt,49.33205,5.66888
Don-Sainghin,50.55186,2.91419
Revin,49.93864,4.64282
Sierentz,47.65612,7.45951
Clermont-de-l'Oise,49.38545,2.41754
Chaumont-en-Vexin,49.26134,1.87243
Marainviller,48.58825,6.60296
Igney-Avricourt,48.64659,6.80497
Roisel,49.95159,3.096
Joudreville,49.30027,5.77597
Obermodern,48.84251,7.54703
Louvres,49.0492,2.50178
Colmar,48.0732,7.34697
Beaumetz-Rivière,50.23933,2.66193
St-Louis-la-Chaussée,47.60961,7.53084
Cheppes-la-Prairie,48.82838,4.47943
Rochy-Condé,49.39782,2.17375
Giraumont-Village,49.16519,5.92256
Leffrinckoucke,51.05105,2.43365
Calais-Fréthun,50.90259,1.81129
Pont-de-Bois,50.62399,3.12756
Barisey-la-Côte,48.53362,5.84006
Pringy,48.78187,4.52209
Vert-Galant (Nord),50.69365,3.02013
Neubourg (Bas-Rhin),48.84642,7.68203
Verquigneul,50.5014,2.65965
Crouy-sur-Ourcq,49.09156,3.06292
St-Firmin-Housseville,48.41235,6.1246
Pontoise,49.04673,2.09594
Essey-et-Maizerais,48.91423,5.81725
Mulhouse-Nord,47.76219,7.32164
Cappelle-Huquinville,50.51332,3.19346
Berzy-le-Sec,49.33516,3.32614
Prunay,49.19881,4.1836
Chailvet-Urcel,49.50628,3.54138
Dun-Doulcon,49.38337,5.17695
Bâle-St-Jean,47.57621,7.56849
Étaples-Le Touquet,50.5171,1.64257
Fontoy,49.35547,5.98978
Laon,49.57087,3.62379
Longroy-Gamaches,49.98246,1.55199
Étaples-Le Touquet,50.51688,1.64356
Martigny-les-Bains,48.10893,5.82563
Barenton-Cohartille,49.66977,3.6777
Valenciennes-Faubourg,50.35432,3.51661
Attichy,49.40065,3.04471
Sancy,49.34382,5.91296
Bures-en-Bray,49.78135,1.34504
Oermingen,49.00104,7.13185
Vitry-le-François,48.71776,4.58727
Cousolre,50.24085,4.13738
Lomme (MIN),50.6401,3.00632
Val-de-Villé,48.2832,7.3833
Arzviller,48.72385,7.18806
Petite-Synthe,51.00723,2.33139
Heiligenberg-Mollkirch,48.52747,7.38149
Rozières-sur-Mouzon,48.12059,5.70586
Lièpvre,48.27233,7.28051
Ste-Marie-aux-Mines,48.25468,7.19759
Lesseux-Frapelle,48.28941,7.07636
Diarville,48.39783,6.12632
Voyenne,49.72617,3.72022
Colombey-lès-Choiseul,48.06886,5.62172
Aubigny-les-Pothées,49.7773,4.44608
Saulnes,49.53145,5.82919
Stambach,48.72018,7.31463
Rosières-aux-Salines,48.60528,6.34999
Téterchen,49.22715,6.57232
Loivre,49.34674,3.99045
Meyenheim,47.91368,7.35213
Buire,49.90188,4.05647
Gironcourt-Houécourt,48.3101,5.92076
Abancourt,49.68548,1.77465
Gargenville,48.98307,1.80922
Huningue,47.6009,7.58461
Abbeville,50.10198,1.82425
Soultz (Haut-Rhin),47.88929,7.23222
Calais-Ville,50.95308,1.84994
Hayange,49.33058,6.07324
Ceintrey,48.52468,6.15727
Coron-de-Méricourt,50.4149,2.88594
Épinay-Villetaneuse,48.95777,2.32845
Pargny-sur-Saulx,48.76755,4.8379
Essigny-le-Grand,49.78072,3.2618
Couilly-St-Germain,48.88281,2.85428
Auvers-sur-Oise,49.07095,2.1766
L'Hôpital (Moselle),49.15662,6.74837
Essigny-le-Petit,49.89757,3.36638
Bohain,49.9886,3.44266
Hochfelden,48.75521,7.57221
